1.0000 -0.0241 1.4016 0.1381 -0.1727 -0.0377 0.3007 -0.0638 1.7541 -0.0579 0.2372 -0.0338 -0.0033 0.0042 0.0009 -0.0072 0.0015 -0.0423 0.0014 -0.0057 0.1935 -0.2420 -0.0529 0.4214 -0.0894 2.4587 -0.0811 0.3325 -0.0238 -0.0052 0.0415 -0.0088 0.2422 -0.0080 0.0328 0.0065 -0.0519 0.0110 -0.3029 0.0100 -0.0410 -0.0113 0.0024 -0.0662 0.0022 -0.0090 -0.0192 0.5274 -0.0174 0.0713 -0.1119 0.0037 -0.0151 -0.1015 0.4161 -0.0137
1.0000 -0.0239 0.9955 -0.1004 -0.1731 -0.0945 3.0213 -0.0638 -0.0161 -0.0579 -0.6661 -0.0237 0.0024 0.0041 0.0023 -0.0721 0.0015 0.0004 0.0014 0.0159 -0.1000 -0.1723 -0.0941 3.0076 -0.0635 -0.0161 -0.0576 -0.6631 0.0174 0.0095 -0.3034 0.0064 0.0016 0.0058 0.0669 0.0164 -0.5228 0.0110 0.0028 0.0100 0.1153 -0.2856 0.0060 0.0015 0.0055 0.0630 -0.1927 -0.0488 -0.1748 -2.0125 0.0010 0.0037 0.0425 0.0009 0.0108 0.0385
1.0000 -0.0234 0.2508 -0.1004 -0.1730 -0.1814 0.3007 -0.0638 -0.0161 -0.0579 1.1405 -0.0059 0.0024 0.0041 0.0042 -0.0070 0.0015 0.0004 0.0014 -0.0267 -0.0252 -0.0434 -0.0455 0.0754 -0.0160 -0.0040 -0.0145 0.2860 0.0174 0.0182 -0.0302 0.0064 0.0016 0.0058 -0.1145 0.0314 -0.0520 0.0110 0.0028 0.0100 -0.1974 -0.0545 0.0116 0.0029 0.0105 -0.2069 -0.0192 -0.0049 -0.0174 0.3429 0.0010 0.0037 -0.0728 0.0009 -0.0184 -0.0660
1.0000 -0.0242 0.8601 -0.1004 -0.1472 -0.0790 -1.0596 -0.0638 -0.9013 -0.0579 -0.6661 -0.0208 0.0024 0.0036 0.0019 0.0257 0.0015 0.0218 0.0014 0.0161 -0.0864 -0.1266 -0.0680 -0.9114 -0.0549 -0.7752 -0.0498 -0.5729 0.0148 0.0079 0.1064 0.0064 0.0905 0.0058 0.0669 0.0116 0.1560 0.0094 0.1327 0.0085 0.0981 0.0837 0.0050 0.0712 0.0046 0.0526 0.0676 0.9550 0.0613 0.7058 0.0575 0.0037 0.0425 0.0521 0.6004 0.0385
1.0000 -0.0240 1.3339 -0.1004 -0.1732 -0.1876 0.1063 -0.0638 -0.9013 -0.0579 -0.6661 -0.0321 0.0024 0.0042 0.0045 -0.0026 0.0015 0.0217 0.0014 0.0160 -0.1340 -0.2310 -0.2503 0.1419 -0.0851 -1.2023 -0.0772 -0.8886 0.0174 0.0188 -0.0107 0.0064 0.0905 0.0058 0.0669 0.0325 -0.0184 0.0110 0.1561 0.0100 0.1153 -0.0200 0.0120 0.1691 0.0109 0.1250 -0.0068 -0.0958 -0.0062 -0.0708 0.0575 0.0037 0.0425 0.0521 0.6004 0.0385
1.0000 -0.0207 0.5893 0.1381 -0.1728 0.0938 1.2723 -0.0638 1.7541 -0.0579 -0.6661 -0.0122 -0.0029 0.0036 -0.0019 -0.0263 0.0013 -0.0362 0.0012 0.0138 0.0814 -0.1019 0.0553 0.7498 -0.0376 1.0337 -0.0341 -0.3925 -0.0239 0.0130 0.1757 -0.0088 0.2422 -0.0080 -0.0920 -0.0162 -0.2199 0.0110 -0.3032 0.0100 0.1151 0.1194 -0.0060 0.1646 -0.0054 -0.0625 -0.0812 2.2318 -0.0736 -0.8475 -0.1119 0.0037 0.0425 -0.1015 -1.1685 0.0385
1.0000 -0.0234 -0.2908 0.1381 -0.1730 -0.1526 1.0780 -0.0638 -0.0161 -0.0579 0.2372 0.0068 -0.0032 0.0040 0.0036 -0.0252 0.0015 0.0004 0.0014 -0.0055 -0.0402 0.0503 0.0444 -0.3134 0.0185 0.0047 0.0168 -0.0690 -0.0239 -0.0211 0.1489 -0.0088 -0.0022 -0.0080 0.0328 0.0264 -0.1864 0.0110 0.0028 0.0100 -0.0410 -0.1644 0.0097 0.0025 0.0088 -0.0362 -0.0688 -0.0174 -0.0624 0.2557 0.0010 0.0037 -0.0151 0.0009 -0.0038 -0.0137
1.0000 -0.0232 0.7924 -0.1004 -0.1731 0.2718 1.0780 -0.0638 0.8690 -0.0579 -0.6661 -0.0184 0.0023 0.0040 -0.0063 -0.0250 0.0015 -0.0202 0.0013 0.0155 -0.0796 -0.1372 0.2154 0.8542 -0.0505 0.6886 -0.0458 -0.5278 0.0174 -0.0273 -0.1083 0.0064 -0.0873 0.0058 0.0669 -0.0471 -0.1866 0.0110 -0.1504 0.0100 0.1153 0.2930 -0.0173 0.2362 -0.0157 -0.1811 -0.0688 0.9368 -0.0624 -0.7181 -0.0554 0.0037 0.0425 -0.0503 -0.5789 0.0385
1.0000 -0.0241 1.1986 -0.1004 -0.1730 0.1227 1.2723 -0.0638 0.8690 -0.0579 -0.6661 -0.0288 0.0024 0.0042 -0.0030 -0.0306 0.0015 -0.0209 0.0014 0.0160 -0.1204 -0.2073 0.1471 1.5249 -0.0765 1.0415 -0.0693 -0.7984 0.0174 -0.0123 -0.1278 0.0064 -0.0873 0.0058 0.0669 -0.0212 -0.2201 0.0110 -0.1503 0.0100 0.1152 0.1561 -0.0078 0.1066 -0.0071 -0.0817 -0.0812 1.1056 -0.0736 -0.8475 -0.0554 0.0037 0.0425 -0.0503 -0.5789 0.0385
1.0000 -0.0235 -0.3585 -0.1004 -0.1730 0.2778 4.7702 -0.0638 1.7541 -0.0579 0.2372 0.0084 0.0024 0.0041 -0.0065 -0.1120 0.0015 -0.0412 0.0014 -0.0056 0.0360 0.0620 -0.0996 -1.7100 0.0229 -0.6288 0.0207 -0.0850 0.0174 -0.0279 -0.4790 0.0064 -0.1761 0.0058 -0.0238 -0.0481 -0.8254 0.0110 -0.3035 0.0100 -0.0410 1.3254 -0.0177 0.4874 -0.0161 0.0659 -0.3043 8.3676 -0.2760 1.1315 -0.1119 0.0037 -0.0151 -0.1015 0.4161 -0.0137
